chattiness,intimacystrength,ms_t_onboard_none,ms_t_engage_none,ms_t_both_none,nc_t_onboard_none,nc_t_engage_none,nc_t_both_none
.1,1,-19.92271667979048,-52.323610102152855,-62.59251885834432,-0.34727710852295546,-1.26814977677525,2.2416815420316136
.1,5,-26.330445717534733,-91.10507509596872,-103.228852717788,-1.504738252633132,-1.1520986185336306,-3.64857200766787
.1,11,-63.65402164335552,-233.25961114269379,-245.14325512602585,-4.268709047685798,-9.526456563392047,-7.565181306781304
.15,1,-13.48974779685227,-44.7981043968751,-53.498809519467706,1.1961545726495222,0.45986343649848227,2.4446369885331265
.15,5,-14.407453824851942,-87.20175317700713,-94.04600872551084,3.066539901770674,0.1456474269263662,1.2777177481350304
.15,11,-52.26519762366438,-239.9354536516022,-255.78889023640718,-2.4535338296049165,-4.630924613351399,-8.490495136795783
.4,1,-1.6064357829338356,-38.36001279215333,-43.96566062574779,3.2368644712301755,0.038669362060770665,-1.3750871772595448
.4,5,-4.434616772971894,-195.01423220461032,-204.25211694803463,3.737402247628752,0.15253438415826254,0.7156906783157391
.4,11,-20.85713020885238,-220.7061483348559,-228.66053392057628,-4.445671852912883,-5.029054140042385,-4.664164645029317
